player_name,CT_list,lowest_price,second_lowest_price,lowest_to_second_ratio,price_gap,lowest_seller,lowest_title,lowest_item_web_url,lowest_item_id,second_seller,second_title,second_item_web_url,second_item_id
Ryan Pressly,Sandglitter,2.48,2.64,0.939394,0.16,cardfinders,2025 Topps Update Sandglitter Exclusive Parallel Ryan Pressly Cubs US46,,,cardknocks_trading_cards,2025 Topps Update #US46 Ryan Pressly Sandglitter,,
Lake Bachar,Blue Rainbow,4.5,4.79,0.939457,0.29,garaghoul,2025 Topps Update Series Lake Bachar #US158 Blue Rainbow Foil /150 RC Marlins,,,staja8733,2025 Topps Update #US158 Lake Bachar RC Blue Rainbow Foil 149/150 Marlins,,
Zak Kent,Base Rainbow,1.87,1.99,0.939698,0.12,ledsimpson,2025 Topps Update Rainbow Foil Zak Kent US238 Rookie Cleveland Guardians,,,scardaddy18,2025 Topps Update Series Holo Rainbow Foil US238 Zak Kent Cleveland Guardians,,
Chase Lee,Gold 2025,3.75,3.99,0.93985,0.24,goodeyecards8,2025 Topps Update - Chase Lee #US167 Gold Parallel /2025,,,okiekatie,2025 Topps Update Series - Chase Lee #US167 Gold /2025 (RC) Detroit Tigers,,
Logan Davidson,Green Foil,11.75,12.5,0.94,0.75,junkyard8877,2025 Topps Update Logan Davidson (RC) Green Holofoil 99/99 Bookend Athletics,,,murphys_vault,Logan Davidson #/99 Green Holo Foil Parallel Rookie Card - 2025 Topps Update,,
Trenton Brooks,Gold 2025,2.82,3.0,0.94,0.18,el574,2025 Topps Update Gold #US78 Trenton Brooks 0433/2025 San Diego Padres,,,obees_sportscards,TRENTON BROOKS RC 2025 Topps Update Gold Parallel /2025 Padres #US78,,
nan,Blue Rainbow,3.0,3.19,0.940439,0.19,isa_sells_baseball_stuff_13,Johnathan Rodriguez #US142 Blue Holofoil /150 - 2025 Topps Update Series,,,brushing23,"2025 Topps Update  BLUE Holofoil Christian Vazquez 56/150 US7, Twins",,
Tyler Freeman,Base Rainbow,1.74,1.85,0.940541,0.11,jts_fieldofcards,2025 Topps Update #US303 Tyler Freeman ⭐Rainbow Foil⭐ Rockies,,,arrc-cards,Tyler Freeman - Rainbow Foil - 2025 Topps Update Series #US303 Colorado Rockies,,
Jeff Criswell,Holiday Jackolantern,3.99,4.24,0.941038,0.25,99sportscards,2025 Topps Update #US5 Jeff Criswell Holiday Jack O’Lantern,,,dw_2005,2025 Topps Update Series - Jeff Criswell #US5 Jack-O'-Lantern Foil (RC),,
Dylan Crews,Green Foil,19.99,21.24,0.941149,1.25,mcmsportscards,2025 Topps Update Dylan Crews Rookie Debut Green Foil /99 #US223 Nationals,,,its4salehere90,2025 Topps Update DYLAN CREWS RC Debut Green 66/99 #US223 Nationals,,
Bryan Sammons,Blue Rainbow,5.97,6.34,0.94164,0.37,leggs-lists,Bryan Sammons (RC) 2025 Topps Update Blue Rainbow Foil 038/150 #US-198 Tigers,,,bacall8972,2025 Topps Update Bryan Sammons #US198 Blue Holo Foil /150 RC Rookie DET Tigers,,
Juan Morillo,Base Rainbow,1.78,1.89,0.941799,0.11,ledsimpson,2025 Topps Update Rainbow Foil Juan Morillo US232 Rookie Arizona Diamondbacks,,,staja8733,2025 Topps Update Rainbow Foil Juan Morillo RC Diamondbacks #US232,,
Eric Orze,Blue Rainbow,3.75,3.98,0.942211,0.23,kosportsandcards,2025 Topps Update ERIC ORZE BLUE Foil Parallel 004/150 Rays RC,,,ajax_cards,2025 Topps Update Jersey Match Eric Orze #US212 RC [Blue Rainbow Foil]  /150,,
Chase Meidroth,Gold 2025,4.1,4.35,0.942529,0.25,bicyclerips,CHASE MEIDROTH 2025 Topps Update #US337 GOLD /2025 Rookie RC Chicago White Sox,,,arrc-cards,Chase Meidroth RC /2025 Gold - 2025 Topps Update #US337 Chicago White Sox,,
Gavin Sheets,Diamante,1.65,1.75,0.942857,0.1,nra9191,2025 Topps Update  GAVIN SHEETS  Diamante Foil  #US225,,,pnw-406cardcollecting,Gavin Sheets Diamante Foil 2025 Topps Update Series Card #US225 San Diego Padres,,
Paul DeJong,Photo Variation,5.95,6.31,0.942948,0.36,foodaddy6,2025 Topps Update Paul DeJong #US101 TRUE PHOTO VARIATION,,,newerasports-tcg,2025 Topps Update - True Photo Variation Case Hit Paul DeJong #US101 Nationals,,
Grant Koch,Orange 25,11.32,12.0,0.943333,0.68,gabe442010,2025 Topps Update RC Orange Holo Foil 3/25 Grant Koch #US28 Pittsburgh Pirates,,,ste-705636,2025 Topps Update Orange Foil 1/25 Grant Koch RC Rookie Pirates - Free Shipping,,
Derek Hill,Holiday Jackolantern,4.0,4.24,0.943396,0.24,col_65924,2025 Topps Update Series - Derek Hill #US305 Jack-O'-Lantern Foil,,,rt_card_vault,2025 Topps Update Derek Hill Jack O'Lantern Holo Foil US305 Miami Marlins SP,,
Shohei Ohtani,nan,1.5,1.59,0.943396,0.09,sh-575340,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,,railroadbedcards,2025 Topps Update Series - Stars of Mlb Shohei Ohtani #SMLB-77,,
Ryan Pressly,Gold 2025,2.69,2.85,0.94386,0.16,aoscards_78,2025 Topps Update Ryan Pressly /2025 Gold Border #US46 Chicago Cubs,,,arrc-cards,Ryan Pressly /2025 Gold - 2025 Topps Update #US46 Chicago Cubs,,
Devin Williams,Independence Day 76,11.31,11.98,0.944073,0.67,mostarcollectibles,2025 Topps Update Baseball - Devin Williams #US178 (Independence Day /76),,,brinkcards,2025 Topps Update DEVIN WILLIAMS #US178 Independence Day 10/76,,
Brady Singer,Diamante,1.69,1.79,0.944134,0.1,bigkel73,Brady Singer Diamante Foil 2025 Topps Update Series Card #US344 Cincinnati Reds,,,schleidscards24,2025 Topps Update Series Brady Singer Diamante Foil #US344 Cincinnati Reds,,
Luis Contreras,Base Rainbow,1.69,1.79,0.944134,0.1,sandlcollectibles,2025 Topps Update- Luis Contreras (RC) Rainbow Foil. Houston Astros,,,orioles98,2025 Topps Update RAINBOW FOIL Luis Contreras ROOKIE #US323 - Houston Astros,,
Mitch Spence,Gold 2025,1.69,1.79,0.944134,0.1,busterpullzcardz,2025 Topps Update Mitch Spence Gold  0283/2025 #US20 Oakland Athletics,,,orioles98,2025 Topps Update GOLD BORDER /2025 Mitch Spence #US20 - Athletics,,
Mitch Spence,Blue Rainbow,3.73,3.95,0.944304,0.22,pwmcmm,2025 Topps Update Series US20 Mitch Spence Blue Foil Parallel #’d 47/150 A’s,,,vlahos97,Mitch Spence 2025 Topps Update Blue Rainbow Foil #US20 /150,,
Dylan Crews,Gold 2025,9.5,10.06,0.944334,0.56,printruncards,2025 Topps Update Series Dylan Crews #US223 Gold Border /2025 (RC),,,rambos81,2025 Topps Update Dylan Crews RC #US223 Gold Parallel /2025 Rookie Debut Nats,,
Luke Keaschall,Gold 2025,21.0,22.23,0.944669,1.23,arroyoscardsandcollectibles,2025 Topps Update Carson McCusker Gold RC /2025 |Luke Keaschall Anniversary Foil,,,comc_consignment,2025 Topps Update Rookie Debut Gold /2025 Luke Keaschall #US342 08vx,,
Miles Mastrobuoni,Diamante,1.88,1.99,0.944724,0.11,marcgvas_1,2025 Topps Update #US313 Miles Mastrobuoni Pink Diamante Foil Nmmt,,,commonkingcards,2025 Topps Update #US313 Miles Mastrobuoni Diamante Foil,,
Paxton Schultz,Diamante,1.89,2.0,0.945,0.11,arthurscardsandcollectibles,2025 Topps Update #US350 Paxton Schultz Diamante Foil,,,obees_sportscards,2025 Topps Update Series - Paxton Schultz #US350 Diamante Foil (RC),,
Mickey Moniak,Base Rainbow,1.74,1.84,0.945652,0.1,greg-9671,MICKEY MONIAK Rockies 2025 Topps Update Series  US246 Rainbow Foil,,,housedoor40,2025 Topps Update Series - Mickey Moniak #US246 Rainbow Foil,,
Luis Contreras,Gold 2025,3.49,3.69,0.945799,0.2,swazsportscards,Luis Contreras 2025 Topps Update Gold /2025 #US323 Houston Astros RC,,,ericscardsii,Luis Contreras 2025 Topps Update Gold /2025 #US323 Houston Astros RC,,
Derek Hill,Gold 2025,3.5,3.7,0.945946,0.2,816_stacks,2025 Topps Update Series - Derek Hill #US305 Gold /2025,,,creamcitysportscards_3,2025 Topps Update #US305 Derek Hill Gold /2025 Miami Marlins,,
Chase Meidroth,Diamante,2.29,2.42,0.946281,0.13,txslabcardshop,2025 TOPPS UPDATE CHASE MEIDROTH ROOKIE (RC) DIAMANTE FOIL #US337,,,wootydeegsdollarstore,2025 Topps Update Series - Chase Meidroth #US337 Diamante Foil (RC),,
Thomas Saggese,Green Foil,6.0,6.34,0.946372,0.34,ldcollectibles25,2025 Topps Update Series Green Rainbow Foil 64/99 Thomas Saggese Rookie Debut,,,johnny_ford_cards,2025 Topps Update Green Foil Thomas Saggese RC 15/99 #US21,,
Michael McGreevy,Purple Rainbow,4.24,4.48,0.946429,0.24,920slabssingles,2025 Topps Update #US60 Michael McGreevy Purple Holo Foil #/250,,,collectablegems4you,2025 Topps Update Michael McGreevy Rookie RC Purple Foil /250 #US60 *Mint*,,
Justin Hagenman,Base Rainbow,1.79,1.89,0.94709,0.1,legendarycardh,2025 Topps Update Series - Justin Hagenman #US108 Rainbow Foil (RC),,,just1ncredible2,2025 Topps Update Series - Justin Hagenman #US108 Rainbow Foil (RC),,
Bryce Harper,Diamante,3.78,3.99,0.947368,0.21,bob1981,2025 TOPPS UPDATE Diamante FOIL BRYCE HARPER CASTELLANOS  # US107 PHILLIES,,,acts_of_insanity,2025 Topps Update Season Highlights Checklist Bryce Harper #US184 Diamante Foil,,
Thomas Saggese,Gold 2025,3.78,3.99,0.947368,0.21,bob1981,2025 TOPPS UPDATE GOLD THOMAS SAGGESE RC 1369/2025 # US21 ST. LOUIS CARDINALS,,,thegirlwiththecards,2025 Topps Update ⚾ SERIAL #6/2025 GOLD RC #US21 Thomas Saggese CARDINALS,,
Alex Verdugo,Diamante,1.98,2.09,0.947368,0.11,acraig-21,2025 Topps Update #US4 ALEX VERDUGO DIAMANTE FOIL BRAVES,,,dkbbl8,2025 Topps Update #US4 Alex Verdugo Pink Diamante Foil Atlanta Braves,,
Eric Orze,Base Rainbow,1.98,2.09,0.947368,0.11,norf-6217,2025 Topps Update Rainbow Foil Eric Orze Rookie Tampa Bay Rays #US212,,,dingusunchained,2025 Topps Update Rainbow Foil Eric Orze Rookie Tampa Bay Rays #US212,,
Luisangel Acuña,Black Gold,1.98,2.09,0.947368,0.11,2gssportscards,2025 Topps Update - Topps Black Gold #BG-23 Luisangel Acuña,,,homeofthecards,2025 Topps Update #BG-23 Luisangel Acuña Topps Black Gold,,
Jamie Westbrook,Blue Rainbow,4.74,5.0,0.948,0.26,lower_your_expectations,2025 Topps Update #US3 Jamie Westbrook Blue Holo Foil #/150 Tampa Bay Rays,,,littlecollects,2025 Topps Update Jamie Westbrook RC Blue Holo Foil Rookie /150 Rays,,
Ji Hwan Bae,Gold 2025,2.75,2.9,0.948276,0.15,256collectibles,2025 Topps Update - Ji Hwan Bae #US64 Gold /2025,,,toobrokeforsleeves,2025 Topps Update Series Ji Hwan Bae #US64 Gold /2025,,
Robert Garcia,Gold 2025,2.75,2.9,0.948276,0.15,256collectibles,2025 Topps Update Series - Robert Garcia #US329 Gold /2025 Texas Rangers,,,jonheeter,2025 Topps Update Robert Garcia #US329 Gold /2025,,
Braxton Ashcraft,Chrome,1.65,1.74,0.948276,0.09,tmgrnzx9r,2025 Topps Update Chrome BRAXTON ASHCRAFT RayWave Rookie Card USC142 Pirates,,,muck1201,2025 Topps Update Series Chrome - #USC142 Braxton Ashcraft (RC) Pirates,,
Gio Urshela,Diamante,1.65,1.74,0.948276,0.09,nra9191,2025 Topps Update  GIO URSHELA  Diamante Foil  #US23,,,tommypgoods,2025 Topps Update Series - Diamante Foil #US23 Gio Urshela (Athletics),,
Jeremiah Estrada,Aqua Rainbow,3.49,3.68,0.94837,0.19,nismoserspecv,2025 Topps Update #US263 Jeremiah Estrada Aqua Rainbow Foil,,,brushing23,Jeremiah Estrada 2025 Topps Update #US263  San Diego Padres Aqua Rainbow Foil,,
Tim Tawa,Gold 2025,3.31,3.49,0.948424,0.18,mostarcollectibles,2025 Topps Update Baseball - Tim Tawa Rookie #US287 (Gold Border /2025),,,dankoz-16,Tim Tawa 2025 Topps Update Series #US287 Gold /2025 (RC),,
Michael Lorenzen,Orange Black,1.66,1.75,0.948571,0.09,infinityartmedia,MICHAEL LORENZEN—2025 Topps Update Series Holiday Orange Foil Parallel #US222,,,fritziefeet,Michael Lorenzen 2025 Topps Update Holiday Orange Foil SP #US222 Royals,,
Jorbit Vivas,Green Foil,33.2,34.98,0.949114,1.78,brhan_58,2025 Topps Update Jorbit Vivas Green Foil /99 RC! New York Yankees 🔥💥,,,bd3d86,2025 Topps Update Jorbit Vivas Green Foil Parallel RC #/99 Yankees SP US258,,
Tommy Pham,Base Rainbow,2.83,2.98,0.949664,0.15,rkchasingvb,2025 Topps Update #US266 Tommy Pham Rainbow Foil,,,packhog,2025 Topps Update Series - Tommy Pham #US266 Rainbow Foil,,
nan,Sandglitter,1.7,1.79,0.949721,0.09,jayscollectiblesandcards,2025 Topps Update Luisangel Acuna Rookie Debut Sand Glitter Parallel RC Mets,,,seaweed21,2025 Topps Update Sand Glitter Baseball Card Complete Finish Your List U-Pick,,
Adrian Del Castillo,Base Rainbow,1.89,1.99,0.949749,0.1,sgt._p_cards,2025 Topps Update #US267 Adrian Del Castillo Rainbow Foil,,,audiya_sound,2025 Topps Update Series Adrian Del Castillo #US267 ROOKIE Debut Rainbow Foil,,
Antonio Senzatela,Blue Rainbow,1.89,1.99,0.949749,0.1,nakellycollectibles,2025 Topps Update Antonio Senzatela #US154 Blue Foil /150,,,tywen_8,2025 Topps Update Antonio Senzatela #US154 Blue Foil /150,,
Jason Heyward,Base Rainbow,1.89,1.99,0.949749,0.1,linedrivecards,2025 Topps Update #US71 Jason Heyward Rainbow Foil San Diego Padres,,,diamond.27,JASON HEYWARD Rainbow Foil 2025 Topps Update US71 San Diego Padres,,
Joc Pederson,Sandglitter,1.89,1.99,0.949749,0.1,bassmanray03,2025 Topps Update #US125 Joc Pederson Sandglitter,,,jakpi20,2025 Topps Update Joc Pederson #US125 Sandglitter Foilboard Texas Rangers,,
Ronny Simon,Diamante,1.89,1.99,0.949749,0.1,customframed,2025 Topps Update #US111 Ronny Simon Diamante Foil,,,valueboxcards247,2025 Topps Update Ronny Simon Rookie Diamante Foil #US111 Pittsburgh Pirates,,
Ryan Walker,Diamante,1.89,1.99,0.949749,0.1,junkwaxkids,2025 Topps Update #US179 Ryan Walker Diamante Foil,,,jdogsrelics,2025 Topps Update #US179 Ryan Walker Diamante Foil San Francisco Giants Baseball,,
Donovan Solano,Purple Rainbow,2.84,2.99,0.949833,0.15,scottfreegg,2025 Topps Update Series #US281 Donovan Solano Purple Holo Foil /250 - Mariners,,,rambos81,2025 Topps Update Series #US281 Donovan Solano Purple Holo Foil /250 - Mariners,,
Jorbit Vivas,Gold 2025,2.68,2.82,0.950355,0.14,brohioian,2025 Topps Update Series - Jorbit Vivas #US258 Gold /2025 (RC),,,2ndtonone78,2025 Topps Update #US258 JORBIT VIVAS RC Gold /2025 BUY ANY 2 GET 1 FREE,,
Jorge Soler,Base Rainbow,1.74,1.83,0.95082,0.09,jts_fieldofcards,2025 Topps Update #US343 Jorge Soler  ⭐Rainbow Foil⭐ LA Angels 😇,,,mckinnishsports,2025 Topps Update JORGE SOLER Rainbow Foil Parallel Card US343 Angels,,
James Wood,All Star Game,1.75,1.84,0.951087,0.09,value_box_cards,2025 Topps Update #ASG-29 James Wood 2025 All-Star Game Rookie,,,pskell02,2025 Topps Update James Wood #ASG-29 2025 All-Star Game,,
Nathaniel Lowe,Holiday Jackolantern,4.1,4.31,0.951276,0.21,estatecardsales,2025 Topps Update #US230 Nathaniel Lowe Jack 'O Lantern Holiday Foil PR/575,,,trulyhonesttraders,Nathaniel Lowe 2025 Topps Update Jack-o’-Lantern Holiday Foil SP #US230 National,,
Ben Rice,Diamante,1.98,2.08,0.951923,0.1,clayscards86,2025 Topps Update Series - Rookie Debut Ben Rice #US25 Diamante Foil (RC),,,tandlshops,2025 Topps Update #US25 Ben Rice Diamante Foil,,
Armando Alvarez,Diamante,1.99,2.09,0.952153,0.1,drummermattk_tcg,2025 Topps Update Pink Diamante Foil #US161 Armando Alvarez RC,,,cwerb17,2025 Topps Update DIAMANTE FOIL #US161 Armando Alvarez RC Minnesota Twins,,
Tylor Megill,Diamante,1.99,2.09,0.952153,0.1,blainsampl-0,2025 Topps Update Series - Tylor Megill Diamante Foil #US271,,,txslabcardshop,2025 TOPPS UPDATE TYLOR MEGILL DIAMANTE FOIL #US271,,
John Rave,Base Rainbow,2.99,3.14,0.952229,0.15,bluefinseeker,2025 Topps Update #US192 - John Rave - Rainbow Foil Parallel - Rookie Logo,,,55in88,2025 Topps Update John Rave Rainbow Foil RC US 192,,
Evan Kravetz,Gold 50,19.99,20.99,0.952358,1.0,stewsblus,2025 Topps Update Evan Kravetz Gold Foil /50 Reds RC,,,cardcavecentral,2025 Topps Update EVAN KRAVETZ #US280 RC Rookie Gold Holo Foil /50 Reds,,
Elly De La Cruz,Mystical,2.84,2.98,0.95302,0.14,dkh7575,2025 Topps Update Mystical Elly De La Cruz #MYS-5 (N1),,,homeofthecards,2025 Topps Update #MYS-5 Elly De La Cruz Mystical,,
Landen Roupp,Sandglitter,2.65,2.78,0.953237,0.13,cranenationcards,2025 Topps Update Landen Roupp Sandglitter Foil RC #US135 Giants,,,djchinosports,2025 Topps Update Series Sandglitter Landen Roupp San Francisco Giants #US135,,
Jared Triolo,Vintage 99,11.25,11.8,0.95339,0.55,packfreshcards12,2025 Topps Update #US54 Jared Triolo RC Vintage Stock Pirates 26/99,,,4evr420,2025 Topps Update - Jared Triolo - Vintage Stock /99 - Pirates #US54,,
Cal Quantrill,Base Rainbow,2.25,2.36,0.95339,0.11,jemclau5287,"2025 Topps Update Rainbow Foil US191 Cal Quantrill, Miami Marlins",,,sportcardplus,"2025 Topps Update Rainbow Foil US191 Cal Quantrill, Miami Marlins",,
JoJo Romero,Purple Rainbow,3.1,3.25,0.953846,0.15,midtnbreaks1,2025 Topps Update Series - JoJo Romero #US346 Purple Rainbow Foil /250,,,tldecker77,2025 Topps Update St. Louis Cardinals JoJo Romero Purple Rainbow Foil /250 #346,,
Gage Workman,nan,1.66,1.74,0.954023,0.08,ericscardsii,Gage Workman 2025 Topps Update Detroit Tigers #US118,,,jts_fieldofcards,2025 Topps Update Series #US118 Gage Workman (RC) Detroit Tigers 🐯,,
Marc Church,Sandglitter,2.29,2.4,0.954167,0.11,awwstrukcards,2025 Topps Update #US227 Marc Church SandGlitter,,,seoptinc,2025 Topps Update Sandglitter Marc Church RC #US227,,
Shohei Ohtani,Black Gold,8.34,8.74,0.954233,0.4,slammer1981,2025 Topps Update Series - Topps Black Gold Shohei Ohtani #BG-19,,,hotrookies82,SHOHEI OHTANI 2025 Topps Update Black Gold Insert #BG-19 Los Angeles Dodgers,,
Tyler Heineman,Green Foil,3.34,3.5,0.954286,0.16,johnny_ford_cards,2025 Topps Update Green Foil Tyler Heineman 36/99 #US91,,,overthamoon,2025 Topps Update Tyler Heineman #US91 GREEN /99 Blue Jays,,
Matt Thaiss,Gold 2025,2.09,2.19,0.954338,0.1,csfinderapp,2025 Topps Update Gold Matt Thaiss /2025 #US48,,,dkbbl8,2025 Topps Update #US48 Matt Thaiss Gold #/2025 Tampa Bay Rays,,
Raymond Burgos,Blue Rainbow,5.24,5.49,0.954463,0.25,stsh10,2025 Topps Update Blue Foil Raymond Burgos RC 028/150 San Francisco Giants,,,cbenzon,"2025 Topps Update BLUE Rainbow Foil /150 US115 Raymond Burgos, Giants RC",,
Joc Pederson,Purple Rainbow,4.85,5.08,0.954724,0.23,dalrev-90,2025 Topps Update #US125 Joc Pederson /250 Purple Holo Foil,,,dj.haystack,2025 Topps Update #US125 Purple Rainbow Foil Joc Pederson SN 60/250,,
Colin Rea,Gold 2025,2.35,2.46,0.955285,0.11,whitesoxfan8907,Colin Rea Cubs 2025 Topps Update #US335 Gold /2025,,,sportcardplus,2025 Topps Update #US335 Colin Rea Chicago Cubs Gold /2025,,
Adael Amador,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US94 Adael Amador,,,firegirlbear1,2025 Topps Update #US94 Adael Amador,,
Adam Frazier,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US51 Adam Frazier,,,firegirlbear1,2025 Topps Update #US51 Adam Frazier,,
Blake Snell / Tyler Glasnow,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US119 Let 'Em Eat! (Blake Snell / Tyler Glasnow) VC,,,generalbentleytrading,2025 Topps Update Series #US119 Tyler Glasnow/ Blake Snell Veteran Combos,,
Brandon Young,nan,1.29,1.35,0.955556,0.06,dkbbl8,2025 Topps Update #US97 Brandon Young Rookie Baltimore Orioles,,,firegirlbear1,2025 Topps Update #US97 Brandon Young,,
Bryan De La Cruz,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US234 Bryan De La Cruz,,,firegirlbear1,2025 Topps Update #US234 Bryan De La Cruz,,
Christian Koss,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US174 Christian Koss,,,firegirlbear1,2025 Topps Update #US174 Christian Koss,,
Curtis Mead,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US41 Curtis Mead,,,firegirlbear1,2025 Topps Update #US41 Curtis Mead,,
David Morgan,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US348 David Morgan,,,firegirlbear1,2025 Topps Update #US348 David Morgan,,
Derek Hill,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US305 Derek Hill,,,firegirlbear1,2025 Topps Update #US305 Derek Hill,,
Dustin May,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US70 Dustin May,,,firegirlbear1,2025 Topps Update #US70 Dustin May,,
Eli White,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US189 Eli White,,,firegirlbear1,2025 Topps Update #US189 Eli White,,
Eric Yang,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US168 Eric Yang,,,firegirlbear1,2025 Topps Update #US168 Eric Yang,,
Grant Koch,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US28 Grant Koch,,,firegirlbear1,2025 Topps Update #US28 Grant Koch,,
Jared Triolo,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US54 Jared Triolo,,,firegirlbear1,2025 Topps Update #US54 Jared Triolo,,
Jonathan India,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US175 Jonathan India,,,firegirlbear1,2025 Topps Update #US175 Jonathan India,,
Justin Steele,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US248 Justin Steele BUY2GET1 CODE: JWKFAN25,,,firegirlbear1,2025 Topps Update #US248 Justin Steele,,
Manuel Margot,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US42 Manuel Margot,,,firegirlbear1,2025 Topps Update #US42 Manuel Margot,,
Paul DeJong,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US101 Paul DeJong BUY2GET1 CODE: JWKFAN25,,,firegirlbear1,2025 Topps Update #US101 Paul DeJong,,
Ryan Bergert,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US295 Ryan Bergert BUY2GET1 CODE: JWKFAN25,,,firegirlbear1,2025 Topps Update #US295 Ryan Bergert,,
Thomas Harrington,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US273 Thomas Harrington BUY2GET1 CODE: JWKFAN25,,,josdun-4118,"THOMAS HARRINGTON. Rookie, RC. 2025 Topps Update Series Baseball. #173. Pirates.",,
Victor Caratini,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US149 Victor Caratini,,,firegirlbear1,2025 Topps Update #US149 Victor Caratini,,
Yoán Moncada,nan,1.29,1.35,0.955556,0.06,junkwaxkids,2025 Topps Update #US24 Yoán Moncada,,,firegirlbear1,2025 Topps Update #US24 Yoán Moncada,,
Tyler Mahle,Gold 2025,2.39,2.5,0.956,0.11,aravmehta_5510,2025 Topps Update - Tyler Mahle #US152 Gold 1269/2025 Texas Rangers,,,twin-city-fanaddicts,2025 Topps Update #US152 Tyler Mahle Gold #/2025,,
Zebby Matthews,Gold 2025,3.49,3.65,0.956164,0.16,920slabssingles,2025 Topps Update #US37 Zebby Matthews Gold #/2025,,,arrc-cards,Zebby Matthews RC /2025 Gold - 2025 Topps Update #US37 Minnesota Twins,,
