seller_username,title,all_in_price,CT_list,player_guess
sportscollector618,2025 Topps Update Series - 1990 Topps Baseball Autographs Max Muncy #90AU-MMU...,27.2,1990,Max Muncy
schleidscards24,2025 Topps Update Series Max Muncy US250 Orange Holiday Foil Rookie RC Athletics,1.99,Orange Black,Max Muncy
yonderwear,2025 Topps Update #US250 Rookie Max Muncy RC Diamante,1.49,Diamante,Max Muncy
undergroundcasebreaks,2025 Topps Update Max Muncy 1990 Orange /25 Athletics U90-49,14.98,"Orange 25, 1990",Max Muncy
wenningcards,2025 Topps Update Series Max Muncy #US250 RC,0.99,,Max Muncy
firehousesportzcardz,2025 Topps Update #US250 Max Muncy,1.39,,Max Muncy
dakonf_17,2025 Topps Update Series - Stars of Mlb Max Muncy #SMLB-66 Pink Foil (RC),3.0,,Max Muncy
jemclau5287,2025 Topps Update Series #US250 Max Muncy (RC),1.99,,Max Muncy
kj822,2025 Topps Update Max Muncy Rookie Silver Diamante Foil RC #US250,1.74,Diamante,Max Muncy
muck1201,2025 Topps Update Series Chrome - #USC138 Ben Rice (RC) Yankees,1.74,Chrome,Ben Rice
longbeachmedia,2025 Topps Update Series Silver Foilboard Rookie Debut RC #US25 - Ben Rice,3.99,,Ben Rice
redninjaturtle10,2025 Topps Update Ben Rice Blue Foil Parallel Rookie Debut /150 Yankees US25 RC,35.98,Blue Rainbow,Ben Rice
cobra22nd,2025 Topps Update #US25 Ben Rice RC New York Yankees RD,1.99,,Ben Rice
clayscards86,2025 Topps Update Series - Rookie Debut Ben Rice #US25 Diamante Foil (RC),1.98,Diamante,Ben Rice
benspackattack,2025 Topps Update Ben Rice RC Rookie Debut Green Foilboard /99 Yankees #US25,29.41,Green Foil,Ben Rice
bowman1235,2025 Topps Update Series - Rookie Debut Ben Rice #US25 Topps Foil Pattern (RC),6.89,,Ben Rice
hastingssportscards,2025 Topps Update - BEN RICE RC #US25  Gold /2025 Yankees,10.0,Gold 2025,Ben Rice
anbow_52,2025 Topps Update Ben Rice RC Rookie Debut Green Foilboard /99 Yankees #US25,31.54,Green Foil,Ben Rice
soccerfanatic7777,2025 Topps Update Ben Rice #337 Sand Glitter RC Rookie NY Yankees ROOKIE CARD,3.24,Sandglitter,Ben Rice
ledsimpson,2025 Topps Update Ben Rice US25 New York Yankees Rookie,1.49,,Ben Rice
tandlshops,2025 Topps Update #US25 Ben Rice Diamante Foil,2.08,Diamante,Ben Rice
mommy7679,2025 Topps Update Baseball Stars Autograph Ben Rice Yankees BSAU-BRI Black 10/10,225.0,Black 10,Ben Rice
billybaseball,2025 Topps Update Ben Rice Blue Holo Foil #US25 RC Rookie #/150 New York Yankees,40.98,Blue Rainbow,Ben Rice
firehousesportzcardz,2025 Topps Update #US25 Ben Rice,1.39,,Ben Rice
homeofthecards,2025 Topps Update #US25 Ben Rice Pink Diamante Foil,5.49,Diamante,Ben Rice
infinityartmedia,BEN RICE—2025 Topps Update Series Chrome Refractor #USC138—ROOKIE CARD,2.26,Chrome,Ben Rice
blcollectibles,2025 Topps Update Ben Rice Rookie Debut Independence Day 33/76 - Ships Free,66.99,Independence Day 76,Ben Rice
pnw-406cardcollecting,Ben Rice Debut Rookie RC 2025 Topps Update Series Baseball Card #US25 Yankees,1.5,,Ben Rice
mor-189048,2025 Topps Update Series - Rookie Debut Ben Rice #US25 Gold /2025 (RC),25.5,Gold 2025,Ben Rice
brhan_58,2025 Topps Update Ben Rice Relic/99 New York Yankees 💥🔥,65.2,,Ben Rice
99sportscards,2025 Topps Update #US25 Ben Rice Holiday Jack O’Lantern,9.99,Holiday Jackolantern,Ben Rice
estatecardsales,2025 Topps Update #US25 Ben Rice RC Diamante SP,3.7,Diamante,Ben Rice
capricecollections,Ben Rice 2025 Topps Update Sandglitter,4.35,Sandglitter,Ben Rice
caughtupintheskycards,2025 Topps Update Ben Rice RC “1990 Topps”Blue Pinstripe Jersey #122/150 Yankees,55.0,"Blue Rainbow, 1990",Ben Rice
btcn12sports,2025 Topps Update Ben Rice Major League Materials Rookie Jersey Auto /25 Yankees,155.7,,Ben Rice
diamond.27,Ben Rice RC Debut 2025 Topps Update US25 New York Yankees,1.99,,Ben Rice
reyesisrunning6,2025 Topps Update Ben Rice Purple Foil /250 Rc US24,22.76,Purple Rainbow,Ben Rice
traneofthought,Ben Rice 2025 Topps Update #US25 Holo Foil Rookie Debut,3.99,,Ben Rice
dr.bananas-cards,2025 Topps Update Ben Rice Pink Holo Foil Rookie Debut RC New York Yankees,7.71,,Ben Rice
collectiblehobbycards,2025 Topps Update Baseball Ben Rice Rookie Debut Glitter SP RC,5.0,,Ben Rice
estatecardsales,2025 Topps Update #US25 Ben Rice RC Pink Diamante SP,6.9,Diamante,Ben Rice
avelasports,2025 Topps Update Ben Rice RC “1990 Topps” Pinstripe Jersey /99 Yankees,38.0,1990,Ben Rice
home4toys,2025 Topps Update Ben Rice Orange Holiday US25 Rookie Debut RC Yankees,9.99,Orange Black,Ben Rice
dc24,2025 Topps Update BEN RICE RC #US25 PINK DIAMANTE FOIL SP Yankees Rookie,6.28,Diamante,Ben Rice
maxtastic10,2025 Topps Update Ben Rice Baseball Stars Auto RC Rookie #BSAU-BRI Yankees,64.49,,Ben Rice
mr_4sch,2025 Topps Update Ben Rice Orange Holiday US25 Rookie Debut RC Yankees,5.25,Orange Black,Ben Rice
its4salehere90,2025 Topps Update Chrome BEN RICE RC Debut Blue Wave Refractor 40/150 #USC138,39.49,"Chrome, Blue Rainbow",Ben Rice
memorablememorabilia,2025 Topps Update Series - Rookie Debut Ben Rice #US25 True Photo (RC) ROOKIE.,66.0,Photo Variation,Ben Rice
anthony.rogers8960,2025 Topps Update Ben Rice RC Debut Diamante Foil,3.39,Diamante,Ben Rice
girldadbreaks,2025 Topps Update Ben Rice Blue Foil Parallel Rookie Debut /150 Yankees US25 RC,34.99,Blue Rainbow,Ben Rice
billybaseball,2025 Topps Update Ben Rice #US25 RC Rookie New York Yankees,1.98,,Ben Rice
drjimmy67,2025 Topps Update #US25 Ben Rice Sand Glitter RC,7.5,Sandglitter,Ben Rice
dw_2005,2025 Topps Update - Ben Rice #MMU-BR Major League Material Relic Green /99,25.49,Green Foil,Ben Rice
martyscardrewind,2025 Topps Update #US25 Ben Rice,1.75,,Ben Rice
hulkmaster_5,2025 Topps Update #US25 Ben Rice Holiday,3.78,,Ben Rice
daolt-7778,2025 Topps Update Ben Rice Major League Materials Blue Relic 065/150 RC #MMU-BR,30.99,Blue Rainbow,Ben Rice
mmats01,2025 Topps Update #US25 Ben Rice RC Rookie Debut New York Yankees,1.75,,Ben Rice
craigtradescards,2025 Topps Update #US25 Ben Rice RC New York Yankees Rookie Debut,2.25,,Ben Rice
mcgoverncreativeandcollectibles,2025 Topps Update Series - Rookie Debut Ben Rice #US25 (RC),1.99,,Ben Rice
ripfan1899,Ben Rice 2025 Topps Update #US25 Foilboard New York Yankees,2.24,,Ben Rice
hulkmaster_5,2025 Topps Update #US25 Ben Rice Diamante Foil,2.81,Diamante,Ben Rice
ckscardhousememorabilia,2025 TOPPS UPDATE BEN RICE SILVER DIAMANTE PARALLEL RC ROOKIE CARD MINT YANKEES,4.5,Diamante,Ben Rice
memphocards,2025 Topps Update BEN RICE Gold Border Rookie Debut #US25 RC #/2025 NY Yankees,11.27,Gold 2025,Ben Rice
broadwayscardshop,2025 Topps Update #US25 Ben Rice Holiday RC,4.99,,Ben Rice
cackerman509,2025 Topps Update Ben Rice Holiday Foil Parallel Rookie Debut #US25 - Yankees,4.75,,Ben Rice
micsle496,Ben Rice 2025 Topps Update Rookie Debut Gold #ed/2025 #US25,8.99,Gold 2025,Ben Rice
mr.fun87,BEN RICE 2025 TOPPS UPDATE MAJOR LEAGUE MATERIAL PINSTRIPED YANKEES RC!,8.49,,Ben Rice
tradingcardexpress,2025 Topps Update Chrome Ben Rice RC Rookie Debut #USC-138 Yankees,2.7,Chrome,Ben Rice
crimsoncloakcollectibles,2025 Topps Update #RRR-BR Ben Rice Rising Rookie Relics Yankees RC,10.94,,Ben Rice
brpafcshcp,2025 Topps Update Ben Rice Diamante Foil Rookie Debut RC #25,3.0,Diamante,Ben Rice
kingcyrussportscards,2025 Topps Update Series - Rookie Debut Ben Rice #US25 Rainbow Foil (RC),2.5,Base Rainbow,Ben Rice
rkchasingvb,2025 Topps Update #US25 Ben Rice Holo Foil,3.59,,Ben Rice
dkbbl8,2025 Topps Update #US249 Gerson Garabito Rookie Texas Rangers,1.39,,Gerson Garabito
wny_hobbyclub,2025 Topps Update Gerson Garabito Rookie,1.99,,Gerson Garabito
leggs-lists,Gerson Garabito (RC) 2025 Topps Update Blue Rainbow Foil 087/150 #US-249 Rangers,5.97,Blue Rainbow,Gerson Garabito
kellyskards1768,2025 Topps Update RC Gold US249 Rookie Gerson Garabito 0047/2025 Rangers,2.31,Gold 2025,Gerson Garabito
comebackcollectibles,2025 Topps Update Gerson Garabito Rookie #US249 Texas Rangers,1.99,,Gerson Garabito
rhodessportcards89,2025 Topps Update Series - Gerson Garabito Diamante Foil #US249 (RC),2.5,Diamante,Gerson Garabito
phoeniciantrading,2025 Topps Update #US249 Gerson Garabito,1.49,,Gerson Garabito
kjstone7355,2025 Topps Update Series - Gerson Garabito #US249 Holiday Foil (RC),1.79,,Gerson Garabito
benjblac64,2025 Topps Update True Photo Variation #US249 Gerson Garabito Rangers,12.98,Photo Variation,Gerson Garabito
croc55,2025 Topps Update Gerson Garabito Pink Diamante Foil Rookie RC #US249 Texas,3.95,Diamante,Gerson Garabito
ledsimpson,2025 Topps Update Sandglitter Gerson Garabito US249 Texas Rangers Rookie,1.99,Sandglitter,Gerson Garabito
estatecardsales,2025 Topps Update #US249 Gerson Garabito RC Pink Diamante SP,4.5,Diamante,Gerson Garabito
leggs-lists,Gerson Garabito (RC) 2025 Topps Update Aqua Rainbow Foil SP #US249 Texas Rangers,4.77,Aqua Rainbow,Gerson Garabito
sportscardsforyounow,Gerson Garabito 2025 Topps Update Series Purple Foil /250 #US249,3.99,Purple Rainbow,Gerson Garabito
operationbnl_sportscards,Gerson Garabito 2025 Topps Update #US249 Jack O’Lantern Rangers,2.64,Holiday Jackolantern,Gerson Garabito
liftbridgecards,2025 Topps Update Series GERSON GARABITO Holo Foil RC #US249,3.02,,Gerson Garabito
pet_that_goat,2025 Topps Update - Topps Logo Foil - #US249 Gerson Garabito RC,3.99,,Gerson Garabito
southbg,2025 Topps Update #US249 Gerson Garabito,1.99,,Gerson Garabito
themonkeyman717,"2025 Topps Update, Gerson Garabito, US249, Vintage Stock 18/99, RC, Rangers",9.99,Vintage 99,Gerson Garabito
hobby-supply,"2025 Topps Update, Gerson Garabito, US249, Vintage Stock 29/99, RC, Rangers",10.99,Vintage 99,Gerson Garabito
jaretl,2025 Topps Update Series - Gerson Garabito Orange & Black Foil (RC),3.99,Orange Black,Gerson Garabito
jaken434,2025 Topps Update Series - Gerson Garabito #US249 Gold /2025 (RC),2.49,Gold 2025,Gerson Garabito
cubbie_1908,"2025 Topps Update US249 Gerson Garabito, Texas Rangers RC",2.5,,Gerson Garabito
fullcou_45,2025 Topps UPDATE Gerson Garabito RC HOLIDAY FOIL Twins US249,1.59,,Gerson Garabito
netbatsmurf,Gerson Garabito 2025 Topps Update Blue Rainbow Foil #US249 139/150 RC Rangers,4.29,Blue Rainbow,Gerson Garabito
gummyratz,2025 Topps Update Gerson Garabito Blue /150,6.48,Blue Rainbow,Gerson Garabito
value_box_cards,2025 Topps Update #US249 Gerson Garabito,1.75,,Gerson Garabito
slammer1981,2025 Topps Update Series - Gerson Garabito #US249 (RC),1.84,,Gerson Garabito
andkna3997,2025 Topps Update Series Purple Foil Gerson Garabito Rookie /250 Rangers #US249,2.31,Purple Rainbow,Gerson Garabito
gth_5015,Gerson Garabito RC 2025 Topps Update Rookie Rangers #US249,1.98,,Gerson Garabito
cobra22nd,2025 Topps Update #US249 Gerson Garabito RC Texas Rangers,1.99,,Gerson Garabito
kayak-1403,2025 Topps Update Series Gerson Garabito RC #US249 Gold Diamante Foil /50,10.99,"Diamante, Gold 50",Gerson Garabito
tandlshops,2025 Topps Update #US249 Gerson Garabito Pink Diamante Foil,1.98,Diamante,Gerson Garabito
aggressivejoker,2025 Topps Update Gerson Garabito RC Gold Holo Foil #42/50 Rangers,5.99,Gold 50,Gerson Garabito
empirecardcollections,2025 Topps Update #US249 Gerson Garabito Topps Logo Foil,7.0,,Gerson Garabito
synergyycards,2025 Topps Update #US249 Gerson Garabito,2.25,,Gerson Garabito
newerasports-tcg,2025 Topps Update Series - Gerson Garabito #US249 Holiday Orange Black Rangers,2.48,Orange Black,Gerson Garabito
toejoe3,2025 Topps Update #US249 Gerson Garabito Rookie Texas Rangers,2.63,,Gerson Garabito
katertot1372,2025 Topps Update Rainbow Foil US249 Gerson Garabito (RC) Rangers,2.5,Base Rainbow,Gerson Garabito
jojbreak,2025 Topps Update #US249 Gerson Garabito Texas Rangers Rookie Card RC,1.79,,Gerson Garabito
seaweed21,2025 Topps Update Holo Foil Baseball Card Complete Finish  Your List U-Pick,2.29,,
cubbie_1908,"2025 Topps Update Gold #/2025 US249 Gerson Garabito, Texas Rangers RC",5.45,Gold 2025,Gerson Garabito
gunny7051usmc,2025 Topps Update Series - Gerson Garabito #US249 (RC),3.0,,Gerson Garabito
sportscarddock,2025 Topps Update Series - Gerson Garabito #US249 (RC),1.69,,Gerson Garabito
retrorocketship,2025 Topps Update #US249 Gerson Garabito Rainbow Foil,2.22,Base Rainbow,Gerson Garabito
mikeyssportscardsllc,2025 Topps Update Gerson Garabito US249 Texas Rangers RC,1.8,,Gerson Garabito
fielders843,2025 Topps Update #US249 Gerson Garabito,1.95,,Gerson Garabito
tremp1977,2025 Topps Update - Gerson Garabito RC Gold /2025 Texas Rangers #US249,5.73,Gold 2025,Gerson Garabito
wamacollectibles,2025 Topps Update Gerson Garabito RC Sandglitter Texas Rangers,2.5,Sandglitter,Gerson Garabito
niweb7358,2025 Topps Update Series Base Gerson Garabito RC Texas Rangers #US249,1.7,,Gerson Garabito
sjj2510,2025 Topps Update Series - Gerson Garabito #US249 (RC) Rangers Rookie,2.0,,Gerson Garabito
qrcollectables,2025 Topps Update Baseball #US249 Gerson Garabito Texas Rangers Rookie,1.98,,Gerson Garabito
sven508,2025 Topps Update MLB US249 Gerson Garabito Diamante,2.57,Diamante,Gerson Garabito
jemclau5287,2025 Topps Update Gerson Garabito (RC) #US249 Rangers,1.99,,Gerson Garabito
lower_your_expectations,2025 Topps Update #US249 Gerson Garabito Holiday Texas Rangers,1.99,,Gerson Garabito
hawk_tc_co,Gerson Garabito 2025 Topps Update #US249 RC Rookie Texas Rangers,2.09,,Gerson Garabito
thehawk8,2025 Topps Update Series - Gerson Garabito #US249 (RC) /2025,1.99,,Gerson Garabito
acrowsfeast,2025 Topps Update Base #US249 Gerson Garabito RC Texas Rangers,1.99,,Gerson Garabito
99sportscards,2025 Topps Update #US249 Gerson Garabito Holiday,1.99,,Gerson Garabito
djchinosports,2025 Topps Update Series Base Gerson Garabito RC Texas Rangers #US249,2.58,,Gerson Garabito
ckscardhousememorabilia,2025 Topps Update Gerson Garabito Rookie Card RC Sand Glitter SP #US249 MINT,3.0,Sandglitter,Gerson Garabito
milayb35,2025 Topps Update Gerson Garabito (RC) #8/150 Blue Foil US249 TX RANGERS,5.99,Blue Rainbow,Gerson Garabito
hbggaming,2025 Topps Update Series #US249 Gerson Garabito Rookie Rainbow Foil (RC),2.49,Base Rainbow,Gerson Garabito
jts_fieldofcards,2025 Topps Update Series #US249 Gerson Garabito (RC) Texas Rangers,1.74,,Gerson Garabito
spauldingcards,2025 Topps Update Series #US249 Gerson Garabito - RC,1.65,,Gerson Garabito
battlescars52101,Gerson Garabito Diamante Foil Rookie 2025 Topps Update Series Card US249 Rangers,2.69,Diamante,Gerson Garabito
humanfromaplace,2025 Topps Update Series - Gerson Garabito #US249 (RC),1.91,,Gerson Garabito
katertot1372,2025 Topps Update US249 Gerson Garabito (RC) Rangers,2.25,,Gerson Garabito
oceancardsandcollectables,2025 Topps Update #US249 Gerson Garabito Texas Rangers RC,1.69,,Gerson Garabito
snakepit585,2025 Topps Update Series - Gerson Garabito #US249 (RC),2.79,,Gerson Garabito
rack_pack_cards,Gerson Garabito RC 2025 Topps Update Rookie Rangers,3.0,,Gerson Garabito
slammer1981,2025 Topps Update Series - #US249 Gerson Garabito (RC),1.84,,Gerson Garabito
dkbbl8,2025 Topps Update #US249 Gerson Garabito Rainbow Foil Rookie Texas Rangers,2.09,Base Rainbow,Gerson Garabito
jagscollectables,2025 Topps Update #US249 Gerson Garabito,1.93,,Gerson Garabito
rhay5699,Gerson Garabito 2025 Topps Update Series Rookie Cards,1.74,,Gerson Garabito
edclay,2025 Topps Update Purple Foil Gerson Garabito RC 107/250 Texas Rangers,4.34,Purple Rainbow,Gerson Garabito
ericscardsii,Gerson Garabito 2025 Topps Update Texas Rangers #US249 RC,1.66,,Gerson Garabito
islayhaveanother,"2025 Topps Update US249 Gerson Garabito, Texas Rangers RC Gold /2025",3.98,Gold 2025,Gerson Garabito
ericscardsii,Gerson Garabito 2025 Topps Update Rainbow Foil #US249 Texas Rangers RC,1.84,Base Rainbow,Gerson Garabito
hbggaming,2025 Topps Update Series - #US249 Gerson Garabito RC Holofoil - Texas Rangers,2.97,,Gerson Garabito
azaky_63,2025 Topps Update Series - Gerson Garabito #US249 Diamante Foil (RC),2.49,Diamante,Gerson Garabito
warriorcards65,Gerson Garabito 2025 Topps Update Blue Rainbow Foil US249 #/150 Rangers Rookie,4.99,Blue Rainbow,Gerson Garabito
muck1201,2025 Topps Update Series - Gerson Garabito #US249 (RC) Rangers,1.74,,Gerson Garabito
covered-bridge-collectibles,Gerson Garabito 2025 Topps Update - Base,6.49,,Gerson Garabito
zoeysdown,2025 Topps Update Series - Gerson Garabito #US249 Holiday (RC),2.75,,Gerson Garabito
hoosierwhodey812,2025 Topps Update Rainbow Foil Gerson Garabito RC #US249 - Texas Rangers,3.31,Base Rainbow,Gerson Garabito
happyt99,2025 Topps Update Pink Diamante RC Card #US249 Gerson Garabito Texas Rangers,4.79,Diamante,Gerson Garabito
junkwaxkids,2025 Topps Update #US249 Gerson Garabito,1.29,,Gerson Garabito
steelcitygaragesale,2025 Topps Update GERSON GARABITO #US249 Texas Rangers Rookie RC,1.59,,Gerson Garabito
pnw-406cardcollecting,Gerson Garabito Fanatics Logo Foil Rookie 2025 Topps Update Card #US249 Rangers,1.99,,Gerson Garabito
pittstopcardsllc,2025 Topps Update Justin Steele Foilboard Parallel /50 Chicago Cubs US248,39.35,,Justin Steele
gotbaseballcards,2025 Topps Update #US248 Justin Steele Chicago Cubs,2.98,,Justin Steele
rams-1404,Justin Steele #US248 2025 Topps Update Chicago Cubs,1.8,,Justin Steele
katertot1372,2025 Topps Update US248 Justin Steele Cubs,2.25,,Justin Steele
jakpi20,2025 Topps Update Justin Steele #US248 Chicago Cubs Baseball Card,1.99,,Justin Steele
mitychondriacards,2025 Topps Update Series - Justin Steele #US248 Sandglitter,3.47,Sandglitter,Justin Steele
riptide99,2025 Topps Update Series Justin Steele #US248 Chicago Cubs,2.5,,Justin Steele
2forsale,2025 Topps Update Justin Steele Gold /2025 #US248 Chicago Cubs,5.49,Gold 2025,Justin Steele
oceancardsandcollectables,2025 Topps Update #US248 Justin Steele Chicago Cubs,1.69,,Justin Steele
ryanmn16,2025 Topps Update Gold Rainbow Foil Justin Steele #US248 Chicago Cubs /50,34.49,Gold 50,Justin Steele
wynter1958,JUSTIN STEELE 2025 Topps Update #US248 MLB Cubs  ID:152592,2.04,,Justin Steele
comc_consignment,2025 Topps Update Green Rainbow Foil 71/99 Justin Steele #US248 1k7l,8.13,Green Foil,Justin Steele
swhit005,2025 Topps Update Series Baseball Justin Steele Gold /2025 Chicago Cubs #US248,4.75,Gold 2025,Justin Steele
comc_consignment,2025 Topps Update Purple Rainbow Foil 120/250 Justin Steele #US248 1k7l,6.98,Purple Rainbow,Justin Steele
kegall-87,2025 Topps Update #US248 Justin Steele Chicago Cubs,1.75,,Justin Steele
st.croixcards,2025 Topps Update Chrome - Prism Refractor - Justin Steele #USC3,2.75,Chrome,Justin Steele
comebackcollectibles,2025 Topps Update Justin Steele #US248 Chicago Cubs,1.99,,Justin Steele
brooksone23,2025 Topps Update Series Justin Steele Card # US248,2.12,,Justin Steele
muck1201,2025 Topps Update Series - Justin Steele #US248 Cubs,1.74,,Justin Steele
nsisson,2025 Topps Update Series - Justin Steele #US248,1.5,,Justin Steele
firegirlbear1,2025 Topps Update #US248 Justin Steele,1.35,,Justin Steele
desho5809,2025 Topps Update  Justin Steele Purple Lava /250 Chicago Cubs #USC3,6.48,Purple Rainbow,Justin Steele
grandslamsports81,Justin Steele 2025 Topps Update #US248 Chicago Cubs,2.41,,Justin Steele
comebackcollectibles,2025 Topps Update Series - Justin Steele US248 - Chicago Cubs,1.99,,Justin Steele
nola-cards,"Justin Steele 2025 Topps Update Series Blue Holo Foil 43/150 #US248, Cubs",6.5,Blue Rainbow,Justin Steele
pnw-406cardcollecting,Justin Steele Sandglitter Foil 2025 Topps Update Series Card #US248 Chicago Cubs,1.99,Sandglitter,Justin Steele
mikeocardshop,2025 Topps Update Rainbow Foil Justin Steele Chicago Cubs #US248,2.25,Base Rainbow,Justin Steele
estatecardsales,2025 Topps Update #US248 Justin Steele Pink Diamante SP,3.29,Diamante,Justin Steele
comc_consignment,2025 Topps Update Purple Rainbow Foil /250 Justin Steele #US248 4d5,6.1,Purple Rainbow,Justin Steele
martyscollectibles_1,2025 Topps Update Series Justin Steele #US248 Value Box Holiday Baseball,2.13,,Justin Steele
tmgrnzx9r,2025 Topps Update Chrome JUSTIN STEELE Sepia Refractor USC3 Chicago Cubs,1.95,Chrome,Justin Steele
junkwaxkids,2025 Topps Update #US248 Justin Steele BUY2GET1 CODE: JWKFAN25,1.29,,Justin Steele
